id,exam,subject,tag,question,choice1,choice2,choice3,choice4,answer,explanation,core_id,source,round,ai_corrected
21,ipe_industrial,1,2023_1,한 객체의 상태가 변화하면 객체에 상속되어 있는 다른 객체들에게 변화된 상태를 전달하는 패턴은?,State,Observer,Visitor,Mediator,2,옵서버(Observer) 패턴은 한 객체(주체)의 상태 변화를 그 객체를 구독 중인 다른 객체들에게 자동으로 통지하는 행위 패턴입니다.,6,cbt,2023_1,0
22,ipe_industrial,1,2023_3,한 객체의 상태가 변화하면 객체에 상속되어 있는 다른 객체들에게 변화된 상태를 전달하는 패턴은?,State,Observer,Visitor,Mediator,2,옵서버(Observer) 패턴은 한 객체(주체)의 상태 변화를 그 객체를 구독 중인 다른 객체들에게 자동으로 통지하는 행위 패턴입니다.,6,cbt,2023_3,0
23,ipe_industrial,1,2022_1,OSI 참조 모델에서 UDP가 속한 계층은?,데이터 링크 계층,세션 계층,응용 계층,전송 계층,4,"UDP는 TCP와 함께 OSI 4계층(전송 계층)에 속하는 프로토콜로, 비연결형으로 데이터그램을 전송합니다.",7,cbt,2022_1,0
24,ipe_industrial,1,2022_1,"디렉터리 구조 중 중앙에 마스터 파일 디렉터리가 있고, 그 아래에 사용자별로 서로 다른 파일 디렉터리가 있는 구조는?",1단계 디렉터리 구조,2단계 디렉터리 구조,트리 디렉터리 구조,비순환 그래프 디렉터리 구조,2,"2단계 디렉터리 구조는 중앙에 마스터 파일 디렉터리를 두고 그 아래 사용자별 서브 디렉터리를 두는 구조입니다. 1단계는 모든 파일이 하나의 디렉터리에 있는 구조, 트리·비순환 그래프 구조는 더 계층화된 구조입니다.",8,cbt,2022_1,0
25,ipe_industrial,1,2022_2,"디렉터리 구조 중 중앙에 마스터 파일 디렉터리가 있고, 그 아래에 사용자별로 서로 다른 파일 디렉터리가 있는 구조는?",1단계 디렉터리 구조,2단계 디렉터리 구조,트리 디렉터리 구조,비순환 그래프 디렉터리 구조,2,"2단계 디렉터리 구조는 중앙에 마스터 파일 디렉터리를 두고 그 아래 사용자별 서브 디렉터리를 두는 구조입니다. 1단계는 모든 파일이 하나의 디렉터리에 있는 구조, 트리·비순환 그래프 구조는 더 계층화된 구조입니다.",8,cbt,2022_2,0
26,ipe_industrial,1,2023_1,"디렉터리 구조 중 중앙에 마스터 파일 디렉터리가 있고, 그 아래에 사용자별로 서로 다른 파일 디렉터리가 있는 구조는?",1단계 디렉터리 구조,2단계 디렉터리 구조,트리 디렉터리 구조,비순환 그래프 디렉터리 구조,2,"2단계 디렉터리 구조는 중앙에 마스터 파일 디렉터리를 두고 그 아래 사용자별 서브 디렉터리를 두는 구조입니다. 1단계는 모든 파일이 하나의 디렉터리에 있는 구조, 트리·비순환 그래프 구조는 더 계층화된 구조입니다.",8,cbt,2023_1,0
27,ipe_industrial,1,2024_1,"디렉터리 구조 중 중앙에 마스터 파일 디렉터리가 있고, 그 아래에 사용자별로 서로 다른 파일 디렉터리가 있는 구조는?",1단계 디렉터리 구조,2단계 디렉터리 구조,트리 디렉터리 구조,비순환 그래프 디렉터리 구조,2,"2단계 디렉터리 구조는 중앙에 마스터 파일 디렉터리를 두고 그 아래 사용자별 서브 디렉터리를 두는 구조입니다. 1단계는 모든 파일이 하나의 디렉터리에 있는 구조, 트리·비순환 그래프 구조는 더 계층화된 구조입니다.",8,cbt,2024_1,0
28,ipe_industrial,1,2025_2,"디렉터리 구조 중 중앙에 마스터 파일 디렉터리가 있고, 그 아래에 사용자별로 서로 다른 파일 디렉터리가 있는 구조는?",1단계 디렉터리 구조,2단계 디렉터리 구조,트리 디렉터리 구조,비순환 그래프 디렉터리 구조,2,"2단계 디렉터리 구조는 중앙에 마스터 파일 디렉터리를 두고 그 아래 사용자별 서브 디렉터리를 두는 구조입니다. 1단계는 모든 파일이 하나의 디렉터리에 있는 구조, 트리·비순환 그래프 구조는 더 계층화된 구조입니다.",8,cbt,2025_2,0
29,ipe_industrial,1,2025_3,"디렉터리 구조 중 중앙에 마스터 파일 디렉터리가 있고, 그 아래에 사용자별로 서로 다른 파일 디렉터리가 있는 구조는?",1단계 디렉터리 구조,2단계 디렉터리 구조,트리 디렉터리 구조,비순환 그래프 디렉터리 구조,2,"2단계 디렉터리 구조는 중앙에 마스터 파일 디렉터리를 두고 그 아래 사용자별 서브 디렉터리를 두는 구조입니다. 1단계는 모든 파일이 하나의 디렉터리에 있는 구조, 트리·비순환 그래프 구조는 더 계층화된 구조입니다.",8,cbt,2025_3,0
30,ipe_industrial,1,2022_1,개체-관계(E-R) 모델에서 개체 타입을 표시하는 기호는?,마름모,타원,사각형,선(Line),3,"E-R 다이어그램에서 개체(Entity) 타입은 사각형으로 표시합니다. 관계는 마름모, 속성은 타원, 개체·속성·관계를 연결할 때는 선을 사용합니다.",9,cbt,2022_1,0
34,ipe_industrial,1,2022_1,"FCFS 기법을 적용하여 작업 스케줄링을 하였을 때, 다음 작업들의 평균 회수 시간(Turn Around Time)은? (단, 문맥교환 시간은 무시한다.) 작업(도착시간, 실행시간): A(0,6), B(1,3), C(2,1), D(3,8)",9.25,8.25,7.75,7.25,1,"평균 회수시간(반환시간) = (각 작업의 완료시각-도착시각) 평균. FCFS로 A(0,6)→B(1,3)→C(2,1)→D(3,8) 순서 실행 시 완료시각은 A=6,B=9,C=10,D=18이며 반환시간은 6,8,8,15로 평균 9.25입니다.",10,cbt,2022_1,1
35,ipe_industrial,1,2023_2,"FCFS 기법을 적용하여 작업 스케줄링을 하였을 때, 다음 작업들의 평균 회수 시간(Turn Around Time)은? (단, 문맥교환 시간은 무시한다.) 작업(도착시간, 실행시간): A(0,6), B(1,3), C(2,1), D(3,4)",9.25,8.25,7.75,7.25,2,"평균 회수시간(반환시간) = (각 작업의 완료시각-도착시각) 평균. FCFS로 A(0,6)→B(1,3)→C(2,1)→D(3,4) 순서 실행 시 완료시각은 A=6,B=9,C=10,D=14이며 반환시간은 6,8,8,11로 평균 8.25입니다.",10,cbt,2023_2,1
36,ipe_industrial,1,2022_1,IPv6에 대한 설명으로 틀린 것은?,IPv6 주소는 128비트로 구성된다.,인증 및 보안 기능을 포함하고 있다.,"브로드캐스트, 유니캐스트, 멀티캐스트로 구성된다.",IPv6 확장 헤더를 통해 네트워크 기능 확장이 용이하다.,3,IPv6는 유니캐스트·멀티캐스트·애니캐스트 세 가지 주소 체계로 구성되며 브로드캐스트는 지원하지 않습니다(IPv4의 브로드캐스트 개념이 IPv6에서는 폐지됨).,11,cbt,2022_1,0
37,ipe_industrial,1,2023_1,IPv6에 대한 설명으로 틀린 것은?,IPv6 주소는 128비트로 구성된다.,인증 및 보안 기능을 포함하고 있다.,"브로드캐스트, 유니캐스트, 멀티캐스트로 구성된다.",IPv6 확장 헤더를 통해 네트워크 기능 확장이 용이하다.,3,IPv6는 유니캐스트·멀티캐스트·애니캐스트 세 가지 주소 체계로 구성되며 브로드캐스트는 지원하지 않습니다(IPv4의 브로드캐스트 개념이 IPv6에서는 폐지됨).,11,cbt,2023_1,0
38,ipe_industrial,1,2023_2,IPv6에 대한 설명으로 틀린 것은?,IPv6 주소는 128비트로 구성된다.,인증 및 보안 기능을 포함하고 있다.,"브로드캐스트, 유니캐스트, 멀티캐스트로 구성된다.",IPv6 헤더는 9개의 필드로 구성된다.,3,IPv6는 유니캐스트·멀티캐스트·애니캐스트 세 가지 주소 체계로 구성되며 브로드캐스트는 지원하지 않습니다(IPv4의 브로드캐스트 개념이 IPv6에서는 폐지됨).,11,cbt,2023_2,0
39,ipe_industrial,1,2023_3,IPv6에 대한 설명으로 틀린 것은?,IPv6 주소는 128비트로 구성된다.,인증 및 보안 기능을 포함하고 있다.,"브로드캐스트, 유니캐스트, 멀티캐스트로 구성된다.",IPv6 확장 헤더를 통해 네트워크 기능 확장이 용이하다.,3,IPv6는 유니캐스트·멀티캐스트·애니캐스트 세 가지 주소 체계로 구성되며 브로드캐스트는 지원하지 않습니다(IPv4의 브로드캐스트 개념이 IPv6에서는 폐지됨).,11,cbt,2023_3,0
40,ipe_industrial,1,2025_2,IPv6에 대한 설명으로 틀린 것은?,IPv6 주소는 128비트로 구성된다.,인증 및 보안 기능을 포함하고 있다.,"브로드캐스트, 유니캐스트, 멀티캐스트로 구성된다.",IPv6 확장 헤더를 통해 네트워크 기능 확장이 용이하다.,3,IPv6는 유니캐스트·멀티캐스트·애니캐스트 세 가지 주소 체계로 구성되며 브로드캐스트는 지원하지 않습니다(IPv4의 브로드캐스트 개념이 IPv6에서는 폐지됨).,11,cbt,2025_2,0
41,ipe_industrial,1,2025_3,IPv6에 대한 설명으로 틀린 것은?,IPv6 주소는 128비트로 구성된다.,인증 및 보안 기능을 포함하고 있다.,"브로드캐스트, 유니캐스트, 멀티캐스트로 구성된다.",IPv6 확장 헤더를 통해 네트워크 기능 확장이 용이하다.,3,IPv6는 유니캐스트·멀티캐스트·애니캐스트 세 가지 주소 체계로 구성되며 브로드캐스트는 지원하지 않습니다(IPv4의 브로드캐스트 개념이 IPv6에서는 폐지됨).,11,cbt,2025_3,0
42,ipe_industrial,1,2022_1,LAN의 한 종류인 100Base-T 네트워크에서 사용되는 전송 매체는?,Coaxial cable,Optical cable,UTP cable,Microwave cable,3,100Base-T(패스트 이더넷)는 UTP(비차폐 연선) 케이블을 사용해 100Mbps 속도를 지원하는 LAN 규격입니다.,12,cbt,2022_1,0
43,ipe_industrial,1,2023_1,LAN의 한 종류인 100Base-T 네트워크에서 사용되는 전송 매체는?,Coaxial cable,Optical cable,UTP cable,Microwave cable,3,100Base-T(패스트 이더넷)는 UTP(비차폐 연선) 케이블을 사용해 100Mbps 속도를 지원하는 LAN 규격입니다.,12,cbt,2023_1,0
44,ipe_industrial,1,2023_2,LAN의 한 종류인 100Base-T 네트워크에서 사용되는 전송 매체는?,Coaxial cable,Optical cable,UTP cable,Microwave cable,3,100Base-T(패스트 이더넷)는 UTP(비차폐 연선) 케이블을 사용해 100Mbps 속도를 지원하는 LAN 규격입니다.,12,cbt,2023_2,0
45,ipe_industrial,1,2024_1,LAN의 한 종류인 100Base-T 네트워크에서 사용되는 전송 매체는?,Coaxial cable,Optical cable,UTP cable,Microwave cable,3,100Base-T(패스트 이더넷)는 UTP(비차폐 연선) 케이블을 사용해 100Mbps 속도를 지원하는 LAN 규격입니다.,12,cbt,2024_1,0
46,ipe_industrial,1,2024_3,LAN의 한 종류인 100Base-T 네트워크에서 사용되는 전송 매체는?,Coaxial cable,Optical cable,UTP cable,Microwave cable,3,100Base-T(패스트 이더넷)는 UTP(비차폐 연선) 케이블을 사용해 100Mbps 속도를 지원하는 LAN 규격입니다.,12,cbt,2024_3,0
47,ipe_industrial,1,2025_3,LAN의 한 종류인 100Base-T 네트워크에서 사용되는 전송 매체는?,Coaxial cable,Optical cable,UTP cable,Microwave cable,3,100Base-T(패스트 이더넷)는 UTP(비차폐 연선) 케이블을 사용해 100Mbps 속도를 지원하는 LAN 규격입니다.,12,cbt,2025_3,0
48,ipe_industrial,1,2022_1,사용자 인터페이스(User Interface)에 대한 설명으로 틀린 것은?,사용자와 시스템이 정보를 주고받는 상호작용이 잘 이루어지 도록 하는 장치나 소프트웨어를 의미한다.,편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.,배우기가 용이하고 쉽게 사용할 수 있도록 만들어져야 한다.,사용자 요구사항이 UI에 반영될 수 있도록 구성해야 한다.,2,사용자 인터페이스는 개발자가 아닌 '사용자' 중심으로 설계되어야 합니다. 유지보수 편의보다 사용자의 이해와 편의를 우선해야 합니다.,13,cbt,2022_1,0
49,ipe_industrial,1,2022_2,사용자 인터페이스(User Interface)에 대한 설명으로 틀린 것은?,사용자와 시스템이 정보를 주고받는 상호 작용이 잘 이루어지 도록 하는 장치나 소프트웨어를 의미한다.,편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.,배우기가 용이하고 쉽게 사용할 수 있도록 만들어져야 한다.,사용자 요구사항이 UI에 반영될 수 있도록 구성해야 한다.,2,사용자 인터페이스는 개발자가 아닌 '사용자' 중심으로 설계되어야 합니다. 유지보수 편의보다 사용자의 이해와 편의를 우선해야 합니다.,13,cbt,2022_2,0
50,ipe_industrial,1,2023_1,사용자 인터페이스(User Interface)에 대한 설명으로 틀린 것은?,사용자와 시스템이 정보를 주고받는 상호 작용이 잘 이루어지 도록 하는 장치나 소프트웨어를 의미한다.,편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.,배우기가 용이하고 쉽게 사용할 수 있도록 만들어져야 한다.,사용자 요구사항이 UI에 반영될 수 있도록 구성해야 한다.,2,사용자 인터페이스는 개발자가 아닌 '사용자' 중심으로 설계되어야 합니다. 유지보수 편의보다 사용자의 이해와 편의를 우선해야 합니다.,13,cbt,2023_1,0
51,ipe_industrial,1,2023_2,사용자 인터페이스(User Interface)에 대한 설명으로 틀린 것은?,사용자와 시스템이 정보를 주고받는 상호 작용이 잘 이루어지 도록 하는 장치나 소프트웨어를 의미한다.,편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.,배우기가 용이하고 쉽게 사용할 수 있도록 만들어져야 한다.,사용자 요구사항이 UI에 반영될 수 있도록 구성해야 한다,2,사용자 인터페이스는 개발자가 아닌 '사용자' 중심으로 설계되어야 합니다. 유지보수 편의보다 사용자의 이해와 편의를 우선해야 합니다.,13,cbt,2023_2,0
52,ipe_industrial,1,2024_1,사용자 인터페이스(User Interface)에 대한 설명으로 틀린 것은?,사용자와 시스템이 정보를 주고받는 상호 작용이 잘 이루어지 도록 하는 장치나 소프트웨어를 의미한다.,편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.,배우기가 용이하고 쉽게 사용할 수 있도록 만들어져야 한다.,사용자 요구사항이 UI에 반영될 수 있도록 구성해야 한다.,2,사용자 인터페이스는 개발자가 아닌 '사용자' 중심으로 설계되어야 합니다. 유지보수 편의보다 사용자의 이해와 편의를 우선해야 합니다.,13,cbt,2024_1,0
53,ipe_industrial,1,2024_3,사용자 인터페이스(User Interface)에 대한 설명으로 틀린 것은?,사용자와 시스템이 정보를 주고받는 상호 작용이 잘 이루어지 도록 하는 장치나 소프트웨어를 의미한다.,편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.,배우기가 용이하고 쉽게 사용할 수 있도록 만들어져야 한다.,사용자 요구사항이 UI에 반영될 수 있도록 구성해야 한다.,2,사용자 인터페이스는 개발자가 아닌 '사용자' 중심으로 설계되어야 합니다. 유지보수 편의보다 사용자의 이해와 편의를 우선해야 합니다.,13,cbt,2024_3,0
54,ipe_industrial,1,2025_2,사용자 인터페이스(User Interface)에 대한 설명으로 틀린 것은?,사용자와 시스템이 정보를 주고받는 상호작용이 잘 이루어지 도록 하는 장치나 소프트웨어를 의미한다.,편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.,배우기가 용이하고 쉽게 사용할 수 있도록 만들어져야 한다.,사용자 요구사항이 UI에 반영될 수 있도록 구성해야 한다.,2,사용자 인터페이스는 개발자가 아닌 '사용자' 중심으로 설계되어야 합니다. 유지보수 편의보다 사용자의 이해와 편의를 우선해야 합니다.,13,cbt,2025_2,0
55,ipe_industrial,1,2025_3,사용자 인터페이스(User Interface)에 대한 설명으로 틀린 것은?,사용자와 시스템이 정보를 주고받는 상호 작용이 잘 이루어지 도록 하는 장치나 소프트웨어를 의미한다.,편리한 유지보수를 위해 개발자 중심으로 설계되어야 한다.,배우기가 용이하고 쉽게 사용할 수 있도록 만들어져야 한다.,사용자 요구사항이 UI에 반영될 수 있도록 구성해야 한다.,2,사용자 인터페이스는 개발자가 아닌 '사용자' 중심으로 설계되어야 합니다. 유지보수 편의보다 사용자의 이해와 편의를 우선해야 합니다.,13,cbt,2025_3,0
56,ipe_industrial,1,2022_1,"디스크 대기 큐에 다음과 같은 순서(왼쪽부터 먼저 도착한 순서임) 로 트랙의 액세스 요청이 대기 중이다. 모든 트랙을 서비스하기 위하여 FCFS 스케줄링 기법이 사용되었을 때, 모두 몇 트랙의 헤드 이동이 생기는가?(단, 현재 헤드의 위치는 50 트랙이다.) 디스크 대기 큐 : 10, 40, 55, 35",50,85,105,110,3,"FCFS 디스크 스케줄링은 요청이 들어온 순서(10,40,55,35) 그대로 헤드를 이동시킵니다. 현재 위치 50에서 |50-10|+|10-40|+|40-55|+|55-35| = 40+30+15+20 = 105트랙입니다.",14,cbt,2022_1,0
57,ipe_industrial,1,2023_2,"디스크 대기 큐에 다음과 같은 순서(왼쪽부터 먼저 도착한 순서임)로 트랙의 액세스 요청이 대기 중이다. 모든 트랙을 서비스하기 위하여 FCFS 스케줄링 기법이 사용되었을 때, 모두 몇 트랙의 헤드 이동이 생기는가?(단, 현재 헤드의 위치는 50 트랙이다.) 디스크 대기 큐 : 10, 40, 55, 35",50,85,105,110,3,"FCFS 디스크 스케줄링은 요청이 들어온 순서(10,40,55,35) 그대로 헤드를 이동시킵니다. 현재 위치 50에서 |50-10|+|10-40|+|40-55|+|55-35| = 40+30+15+20 = 105트랙입니다.",14,cbt,2023_2,0
58,ipe_industrial,1,2024_2,"디스크 대기 큐에 다음과 같은 순서(왼쪽부터 먼저 도착한 순서임)로 트랙의 액세스 요청이 대기 중이다. 모든 트랙을 서비스하기 위하여 FCFS 스케줄링 기법이 사용되었을 때, 모두 몇 트랙의 헤드 이동이 생기는가? (단, 현재 헤드의 위치는 50 트랙이다.) 디스크 대기 큐 : 10, 40, 55, 35",50,85,105,110,3,"FCFS 디스크 스케줄링은 요청이 들어온 순서(10,40,55,35) 그대로 헤드를 이동시킵니다. 현재 위치 50에서 |50-10|+|10-40|+|40-55|+|55-35| = 40+30+15+20 = 105트랙입니다.",14,cbt,2024_2,0
